"usage_id","customer_id","integration_id","timestamp","endpoint","method","status_code","response_time_ms","request_count","error_count","source_ip","user_agent"
125,2,4,"2026-08-23 05:49:00","/api/v2/webhooks","POST",200,3450,16,0,"53.189.84.113","Magento-API-Client/2.4"
126,2,4,"2026-06-15 22:52:00","/api/v2/users","DELETE",200,1342,81,0,"14.249.41.2","PostmanRuntime/7.28.4"
127,2,4,"2026-08-06 21:15:00","/api/v2/reports","DELETE",200,1089,37,0,"62.73.138.134","Go-http-client/1.1"
128,2,4,"2026-07-07 16:49:00","/api/v2/users","POST",200,4145,5,0,"166.45.154.90","Node.js/18.0.0"
129,2,4,"2026-08-28 06:45:00","/api/v2/orders","PUT",200,4471,68,0,"139.112.237.198","Magento-API-Client/2.4"
130,2,4,"2026-07-24 22:48:00","/api/v2/billing","DELETE",200,4125,20,0,"55.81.22.14","Python-requests/2.28.1"
131,2,4,"2026-07-23 17:33:00","/api/v2/analytics","GET",200,905,79,0,"199.26.90.41","PostmanRuntime/7.28.4"
132,2,4,"2026-06-27 07:53:00","/api/v2/settings","DELETE",200,4905,31,0,"158.166.214.51","Python-requests/2.28.1"
133,2,4,"2026-07-30 20:40:00","/api/v2/settings","DELETE",200,1688,31,0,"106.112.37.121","Apache-HttpClient/4.5.13"
134,2,4,"2026-06-27 22:04:00","/api/v2/users","DELETE",200,1508,28,0,"109.191.69.118","Magento-API-Client/2.4"
135,2,4,"2026-06-09 12:43:00","/api/v2/products","GET",200,2348,17,0,"44.56.238.118","Node.js/18.0.0"
136,2,5,"2026-07-16 16:04:00","/api/v2/billing","POST",200,4785,21,0,"151.117.44.106","curl/7.68.0"
137,2,5,"2026-06-27 17:23:00","/api/v2/webhooks","GET",200,3557,60,0,"198.126.126.84","Node.js/18.0.0"
138,2,5,"2026-06-15 16:03:00","/api/v2/users","GET",400,3472,20,1,"21.20.240.188","curl/7.68.0"
139,2,5,"2026-08-24 10:27:00","/api/v2/orders","DELETE",200,4107,90,0,"71.42.6.178","Node.js/18.0.0"
140,2,5,"2026-08-01 19:38:00","/api/v2/orders","GET",200,3980,83,0,"181.156.82.181","Go-http-client/1.1"
141,2,5,"2026-06-16 00:23:00","/api/v2/analytics","POST",200,3370,59,0,"57.189.237.181","PostmanRuntime/7.28.4"
142,2,5,"2026-06-09 21:36:00","/api/v2/integrations","GET",201,2479,43,0,"119.138.106.202","Mozilla/5.0 (compatible; ShopifyAPI/2023-01)"
143,2,5,"2026-06-10 13:13:00","/api/v2/billing","PUT",400,472,66,1,"38.196.187.120","Apache-HttpClient/4.5.13"
144,2,5,"2026-08-23 12:37:00","/api/v2/settings","GET",200,4643,72,0,"191.104.70.252","Python-requests/2.28.1"
145,2,5,"2026-07-29 06:53:00","/api/v2/users","POST",200,1896,95,0,"92.180.136.129","Node.js/18.0.0"
146,2,5,"2026-07-24 22:56:00","/api/v2/analytics","GET",200,3901,58,0,"191.149.231.159","Python-requests/2.28.1"
147,2,5,"2026-06-03 01:09:00","/api/v2/inventory","DELETE",404,765,9,1,"30.200.91.74","Mozilla/5.0 (compatible; ShopifyAPI/2023-01)"
148,2,5,"2026-08-15 18:43:00","/api/v2/analytics","POST",200,1723,19,0,"143.11.150.107","curl/7.68.0"
149,2,5,"2026-08-12 08:38:00","/api/v2/billing","GET",200,2438,95,0,"58.32.11.224","Magento-API-Client/2.4"
150,2,5,"2026-06-23 03:39:00","/api/v2/billing","PUT",200,4032,44,0,"161.227.234.78","Apache-HttpClient/4.5.13"
151,2,6,"2026-07-20 18:10:00","/api/v2/shipments","PUT",200,437,62,0,"47.180.145.117","WooCommerceAPI/3.0"
152,2,6,"2026-06-10 18:15:00","/api/v2/customers","POST",200,1370,24,0,"70.59.21.82","Apache-HttpClient/4.5.13"
153,2,6,"2026-08-12 09:44:00","/api/v2/integrations","GET",200,2646,27,0,"98.75.190.115","curl/7.68.0"
154,2,6,"2026-08-08 06:41:00","/api/v2/reports","DELETE",200,1240,4,0,"127.163.79.2","curl/7.68.0"
155,2,6,"2026-06-25 13:19:00","/api/v2/webhooks","POST",200,4680,61,0,"196.226.173.177","Mozilla/5.0 (compatible; ShopifyAPI/2023-01)"
156,2,6,"2026-06-28 22:52:00","/api/v2/webhooks","GET",200,3340,15,0,"168.112.228.92","Mozilla/5.0 (compatible; ShopifyAPI/2023-01)"
157,2,6,"2026-07-18 22:22:00","/api/v2/integrations","POST",200,2326,75,0,"60.11.42.138","Go-http-client/1.1"
158,2,6,"2026-06-03 02:55:00","/api/v2/inventory","DELETE",404,2653,51,1,"164.28.184.102","WooCommerceAPI/3.0"
159,2,6,"2026-07-05 12:36:00","/api/v2/shipments","PUT",200,2573,37,0,"124.44.110.187","Go-http-client/1.1"
160,2,6,"2026-07-06 09:42:00","/api/v2/reports","DELETE",200,1193,94,0,"160.44.73.54","SAP-Connector/1.2"
161,2,6,"2026-06-29 07:39:00","/api/v2/reports","GET",200,104,76,0,"114.139.212.45","curl/7.68.0"
162,2,6,"2026-06-30 01:24:00","/api/v2/inventory","POST",200,3177,18,0,"84.251.21.211","SAP-Connector/1.2"
163,2,6,"2026-06-15 14:29:00","/api/v2/inventory","GET",200,70,60,0,"49.134.153.245","Go-http-client/1.1"
164,3,8,"2026-06-06 02:03:00","/api/v2/analytics","POST",200,283,23,0,"40.141.252.249","Mozilla/5.0 (compatible; ShopifyAPI/2023-01)"
165,3,8,"2026-06-13 00:37:00","/api/v2/reports","PUT",200,3949,73,0,"187.61.191.132","Apache-HttpClient/4.5.13"
166,3,8,"2026-08-26 15:50:00","/api/v2/shipments","DELETE",200,1159,19,0,"101.83.27.70","Python-requests/2.28.1"
167,3,8,"2026-07-06 03:02:00","/api/v2/webhooks","PUT",401,4388,7,1,"173.39.99.197","WooCommerceAPI/3.0"
168,3,8,"2026-08-16 04:12:00","/api/v2/shipments","PUT",200,2273,42,0,"185.185.49.137","Apache-HttpClient/4.5.13"
169,3,8,"2026-07-14 20:00:00","/api/v2/shipments","DELETE",200,3425,37,0,"97.83.52.56","WooCommerceAPI/3.0"
170,3,8,"2026-06-25 16:07:00","/api/v2/users","GET",200,3468,72,0,"127.39.59.210","WooCommerceAPI/3.0"
171,3,8,"2026-08-26 08:38:00","/api/v2/customers","DELETE",200,4945,47,0,"143.175.88.182","SAP-Connector/1.2"
172,3,8,"2026-08-25 00:08:00","/api/v2/settings","POST",200,1906,17,0,"88.64.107.34","Mozilla/5.0 (compatible; ShopifyAPI/2023-01)"
173,3,8,"2026-07-05 01:12:00","/api/v2/products","DELETE",200,3582,10,0,"20.100.55.9","curl/7.68.0"
174,3,8,"2026-06-14 22:30:00","/api/v2/products","GET",200,2521,33,0,"180.5.49.201","Mozilla/5.0 (compatible; ShopifyAPI/2023-01)"
175,3,8,"2026-06-12 17:23:00","/api/v2/billing","PUT",204,289,24,0,"33.74.142.243","Apache-HttpClient/4.5.13"
176,4,9,"2026-07-14 18:06:00","/api/v2/users","POST",200,4186,94,0,"155.34.50.210","Apache-HttpClient/4.5.13"
177,4,9,"2026-08-27 07:47:00","/api/v2/customers","GET",200,858,37,0,"64.243.187.179","Apache-HttpClient/4.5.13"
178,4,9,"2026-08-05 09:17:00","/api/v2/shipments","DELETE",401,3524,24,1,"64.116.208.29","Python-requests/2.28.1"
179,4,9,"2026-08-13 09:53:00","/api/v2/shipments","PUT",200,4614,64,0,"194.20.42.84","Go-http-client/1.1"
180,4,9,"2026-08-14 11:42:00","/api/v2/webhooks","DELETE",200,1900,95,0,"151.208.148.253","Node.js/18.0.0"
181,4,9,"2026-08-04 21:03:00","/api/v2/billing","PUT",200,1518,61,0,"13.251.53.102","Go-http-client/1.1"
182,4,9,"2026-06-23 02:17:00","/api/v2/reports","DELETE",200,4887,19,0,"36.86.33.94","Magento-API-Client/2.4"
183,4,9,"2026-07-16 17:22:00","/api/v2/orders","POST",200,3529,52,0,"195.255.142.196","Apache-HttpClient/4.5.13"
184,4,9,"2026-06-14 15:12:00","/api/v2/reports","PUT",200,3947,83,0,"180.207.248.131","SAP-Connector/1.2"
185,4,9,"2026-08-10 09:54:00","/api/v2/analytics","POST",200,1152,63,0,"17.50.27.213","Mozilla/5.0 (compatible; ShopifyAPI/2023-01)"
186,4,9,"2026-06-26 02:59:00","/api/v2/users","PUT",404,1301,49,1,"87.49.39.170","curl/7.68.0"
187,4,9,"2026-06-26 09:48:00","/api/v2/analytics","PUT",200,4493,64,0,"97.9.16.254","Node.js/18.0.0"
188,4,9,"2026-08-13 11:32:00","/api/v2/analytics","DELETE",200,344,49,0,"18.90.155.227","WooCommerceAPI/3.0"
189,4,9,"2026-06-27 10:52:00","/api/v2/analytics","GET",200,4710,50,0,"182.251.240.122","curl/7.68.0"
190,4,9,"2026-08-08 07:57:00","/api/v2/users","DELETE",200,2939,64,0,"206.145.164.16","PostmanRuntime/7.28.4"
191,4,9,"2026-06-14 22:52:00","/api/v2/settings","GET",200,2845,45,0,"107.49.219.89","Python-requests/2.28.1"
192,4,9,"2026-07-07 12:57:00","/api/v2/inventory","PUT",200,4904,32,0,"31.33.156.30","Python-requests/2.28.1"
193,4,9,"2026-08-07 23:26:00","/api/v2/billing","DELETE",200,4703,59,0,"141.215.136.6","Go-http-client/1.1"
194,4,9,"2026-06-14 23:40:00","/api/v2/shipments","GET",200,4050,50,0,"35.105.172.128","curl/7.68.0"
195,4,9,"2026-06-04 13:50:00","/api/v2/reports","POST",200,4121,47,0,"172.38.109.74","SAP-Connector/1.2"
196,4,9,"2026-08-22 14:24:00","/api/v2/users","GET",200,4786,29,0,"34.172.139.18","Apache-HttpClient/4.5.13"
197,4,9,"2026-06-22 08:33:00","/api/v2/billing","PUT",200,4184,10,0,"215.153.221.170","curl/7.68.0"
198,4,9,"2026-07-19 17:34:00","/api/v2/integrations","DELETE",200,4535,80,0,"56.9.95.148","Go-http-client/1.1"
199,4,9,"2026-08-01 02:08:00","/api/v2/webhooks","DELETE",200,4687,60,0,"196.30.102.94","Go-http-client/1.1"
200,4,9,"2026-08-10 16:51:00","/api/v2/webhooks","DELETE",200,3410,98,0,"91.32.104.217","Node.js/18.0.0"
201,4,9,"2026-07-25 14:19:00","/api/v2/users","POST",200,3374,88,0,"71.58.76.50","PostmanRuntime/7.28.4"
202,4,9,"2026-07-28 14:31:00","/api/v2/reports","GET",200,1704,56,0,"50.139.69.8","SAP-Connector/1.2"
203,4,10,"2026-06-05 06:49:00","/api/v2/settings","DELETE",200,213,6,0,"24.42.160.155","SAP-Connector/1.2"
204,4,10,"2026-08-20 10:03:00","/api/v2/orders","DELETE",200,1201,85,0,"70.57.61.134","Apache-HttpClient/4.5.13"
205,4,10,"2026-06-22 15:29:00","/api/v2/users","GET",201,2617,31,0,"94.199.120.240","Node.js/18.0.0"
206,4,10,"2026-08-01 19:54:00","/api/v2/analytics","DELETE",200,2133,36,0,"160.28.251.137","Python-requests/2.28.1"
207,4,10,"2026-05-31 20:40:00","/api/v2/billing","POST",200,2325,61,0,"210.74.185.122","Python-requests/2.28.1"
208,4,10,"2026-07-20 23:19:00","/api/v2/products","GET",404,2013,78,1,"74.196.158.164","Python-requests/2.28.1"
209,4,10,"2026-06-02 20:26:00","/api/v2/reports","GET",201,3269,57,0,"75.154.46.240","Magento-API-Client/2.4"
